Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales,Loss
Soapstone,3,74.0,0.0,0.0,74.0,0.0
Music,5,74.0,0.0,0.0,74.0,0.0
Recycled Art,2,76.8,-3.48,0.0,73.32,-3.48
Kitchen,7,76.5,-3.67,0.0,72.83,-3.67
Basket,2,76.0,-3.8,0.0,72.2,-3.8
Home Decor,2,114.0,-7.6,-34.2,72.2,-41.800000000000004
Home Decor,2,76.0,-3.8,0.0,72.2,-3.8
Jewelry,2,76.0,-3.8,0.0,72.2,-3.8
Soapstone,2,76.0,-3.8,0.0,72.2,-3.8
Skin Care,4,74.0,-1.85,0.0,72.15,-1.85
Jewelry,1,72.0,0.0,0.0,72.0,0.0
Fair Trade Gifts,4,72.0,0.0,0.0,72.0,0.0
Christmas,4,72.0,0.0,0.0,72.0,0.0
Textiles,2,80.0,-8.0,0.0,72.0,-8.0
Kitchen,3,72.0,0.0,0.0,72.0,0.0
Art & Sculpture,3,72.0,0.0,0.0,72.0,0.0
Kids,3,72.0,0.0,0.0,72.0,0.0
Basket,2,80.0,-8.0,0.0,72.0,-8.0
Art & Sculpture,1,72.0,0.0,0.0,72.0,0.0
Home Decor,2,72.0,0.0,0.0,72.0,0.0
Kitchen,6,72.0,-1.2,0.0,70.8,-1.2
Skin Care,4,74.0,-3.7,0.0,70.3,-3.7
Textiles,2,134.0,-5.7,-58.0,70.3,-63.7
Christmas,5,70.0,0.0,0.0,70.0,0.0
Kitchen,4,80.0,-10.0,0.0,70.0,-10.0
Soapstone,3,70.0,0.0,0.0,70.0,0.0
Art & Sculpture,2,70.0,0.0,0.0,70.0,0.0
Kitchen,1,70.0,0.0,0.0,70.0,0.0
Basket,3,72.0,-2.4,0.0,69.6,-2.4
Jewelry,3,72.0,-2.4,0.0,69.6,-2.4
Fair Trade Gifts,3,72.0,-2.4,0.0,69.6,-2.4
Christmas,3,72.0,-2.41,0.0,69.59,-2.41
Art & Sculpture,2,72.0,-2.8,0.0,69.2,-2.8
Art & Sculpture,2,73.1,-4.08,0.0,69.02,-4.08
Textiles,2,76.0,-7.6,0.0,68.4,-7.6
Home Decor,2,76.0,-7.6,0.0,68.4,-7.6
Basket,2,72.0,-3.61,0.0,68.39,-3.61
Jewelry,4,72.0,-3.61,0.0,68.39,-3.61
Music,1,68.0,0.0,0.0,68.0,0.0
Basket,1,68.0,0.0,0.0,68.0,0.0
Recycled Art,2,68.0,0.0,0.0,68.0,0.0
Art & Sculpture,1,68.0,0.0,0.0,68.0,0.0
Jewelry,1,68.0,0.0,0.0,68.0,0.0
Basket,2,68.0,0.0,0.0,68.0,0.0
Home Decor,1,68.0,0.0,0.0,68.0,0.0
Kids,2,68.0,0.0,0.0,68.0,0.0
Jewelry,2,68.0,0.0,0.0,68.0,0.0
Accessories,1,68.0,0.0,0.0,68.0,0.0
Home Decor,2,75.4,-7.54,0.0,67.86,-7.54
Kids,4,67.5,0.0,0.0,67.5,0.0
Basket,1,74.0,-7.4,0.0,66.6,-7.4
Kitchen,4,72.0,-5.4,0.0,66.6,-5.4
Basket,2,104.0,-3.61,-34.0,66.39,-37.61
Christmas,3,66.0,0.0,0.0,66.0,0.0
Fair Trade Gifts,3,66.0,0.0,0.0,66.0,0.0
Art & Sculpture,3,66.0,0.0,0.0,66.0,0.0
Kids,3,66.0,0.0,0.0,66.0,0.0
Jewelry,3,66.0,0.0,0.0,66.0,0.0
Art & Sculpture,2,65.6,0.0,0.0,65.6,0.0
Art & Sculpture,1,82.0,-16.4,0.0,65.6,-16.4
Home Decor,1,65.0,0.0,0.0,65.0,0.0
Kids,2,72.0,-7.19,0.0,64.81,-7.19
Jewelry,1,72.0,-7.2,0.0,64.8,-7.2
Kitchen,6,72.0,-7.2,0.0,64.8,-7.2
Jewelry,2,76.0,-11.4,0.0,64.6,-11.4
Kitchen,2,68.0,-3.4,0.0,64.6,-3.4
Jewelry,2,68.0,-3.4,0.0,64.6,-3.4
Home Decor,2,76.0,-11.4,0.0,64.6,-11.4
Art & Sculpture,2,64.0,0.0,0.0,64.0,0.0
Jewelry,2,64.0,0.0,0.0,64.0,0.0
Home Decor,1,64.0,0.0,0.0,64.0,0.0
Christmas,3,66.0,-2.2,0.0,63.8,-2.2
Art & Sculpture,3,66.0,-2.2,0.0,63.8,-2.2
Soapstone,2,68.0,-5.1,0.0,62.9,-5.1
Basket,2,98.0,-3.4,-32.0,62.6,-35.4
Christmas,3,65.0,-2.5,0.0,62.5,-2.5
Jewelry,1,62.0,0.0,0.0,62.0,0.0
Home Decor,1,62.0,0.0,0.0,62.0,0.0
Jewelry,2,62.0,0.0,0.0,62.0,0.0
Basket,1,62.0,0.0,0.0,62.0,0.0
Christmas,3,66.0,-4.4,0.0,61.6,-4.4
Kitchen,1,68.0,-6.8,0.0,61.2,-6.8
Basket,1,68.0,-6.8,0.0,61.2,-6.8
Kids,2,68.0,-6.8,0.0,61.2,-6.8
Home Decor,1,68.0,-6.8,0.0,61.2,-6.8
Jewelry,2,68.0,-6.8,0.0,61.2,-6.8
Art & Sculpture,1,68.0,-6.8,0.0,61.2,-6.8
Soapstone,2,64.0,-3.2,0.0,60.8,-3.2
Jewelry,2,64.0,-3.2,0.0,60.8,-3.2
Home Decor,2,76.0,-15.2,0.0,60.8,-15.2
Jewelry,2,64.0,-3.21,0.0,60.79,-3.21
Kitchen,6,66.0,-5.24,0.0,60.76,-5.24
Art & Sculpture,3,66.0,-5.5,0.0,60.5,-5.5
Home Decor,1,60.0,0.0,0.0,60.0,0.0
Home Decor,1,120.0,-6.0,-54.0,60.0,-60.0
Soapstone,3,60.0,0.0,0.0,60.0,0.0
Fair Trade Gifts,2,60.0,0.0,0.0,60.0,0.0
Basket,1,66.0,-6.6,0.0,59.4,-6.6
Art & Sculpture,3,66.0,-6.6,0.0,59.4,-6.6
Home Decor,1,74.0,-14.79,0.0,59.21,-14.79
Basket,2,62.0,-2.8,0.0,59.2,-2.8
Home Decor,1,74.0,-14.8,0.0,59.2,-14.8
Soapstone,4,64.0,-4.8,0.0,59.2,-4.8
Kitchen,3,58.5,0.0,0.0,58.5,0.0
Home Decor,1,58.5,0.0,0.0,58.5,0.0
Jewelry,1,58.0,0.0,0.0,58.0,0.0
Accessories,1,58.0,0.0,0.0,58.0,0.0
Basket,1,58.0,0.0,0.0,58.0,0.0
Basket,1,290.0,0.0,-232.0,58.0,-232.0
Home Decor,1,58.0,0.0,0.0,58.0,0.0
Kitchen,5,64.0,-6.0,0.0,58.0,-6.0
Kitchen,1,58.0,0.0,0.0,58.0,0.0
Basket,1,72.0,-14.4,0.0,57.6,-14.4
Soapstone,2,60.0,-3.8,0.0,56.2,-3.8
Soapstone,3,64.0,-7.8,0.0,56.2,-7.8
Kitchen,2,56.0,0.0,0.0,56.0,0.0
Basket,2,56.0,0.0,0.0,56.0,0.0
Accessories,2,56.0,0.0,0.0,56.0,0.0
Kitchen,2,84.0,0.0,-28.0,56.0,-28.0
Art & Sculpture,2,56.0,0.0,0.0,56.0,0.0
Recycled Art,2,56.0,0.0,0.0,56.0,0.0
Kids,3,56.0,0.0,0.0,56.0,0.0
Jewelry,2,56.0,0.0,0.0,56.0,0.0
Soapstone,2,56.0,0.0,0.0,56.0,0.0
Christmas,4,56.0,0.0,0.0,56.0,0.0
Christmas,2,56.0,0.0,0.0,56.0,0.0
Kitchen,1,56.0,0.0,0.0,56.0,0.0
Art & Sculpture,4,56.0,0.0,0.0,56.0,0.0
Kids,2,56.0,0.0,0.0,56.0,0.0
Kitchen,4,56.0,0.0,0.0,56.0,0.0
Skin Care,3,55.5,0.0,0.0,55.5,0.0
Art & Sculpture,3,57.0,-1.9,0.0,55.1,-1.9
Jewelry,4,60.0,-5.0,0.0,55.0,-5.0
Basket,3,60.0,-5.0,0.0,55.0,-5.0
Art & Sculpture,1,68.0,-13.6,0.0,54.4,-13.6
Basket,1,68.0,-13.6,0.0,54.4,-13.6
Art & Sculpture,1,54.0,0.0,0.0,54.0,0.0
Kitchen,3,54.0,0.0,0.0,54.0,0.0
Jewelry,3,54.0,0.0,0.0,54.0,0.0
Soapstone,3,54.0,0.0,0.0,54.0,0.0
Kids,3,54.0,0.0,0.0,54.0,0.0
Jewelry,1,54.0,0.0,0.0,54.0,0.0
Christmas,3,54.0,0.0,0.0,54.0,0.0
Art & Sculpture,3,54.0,0.0,0.0,54.0,0.0
Kids,2,56.0,-2.8,0.0,53.2,-2.8
Kitchen,2,56.0,-2.8,0.0,53.2,-2.8
Soapstone,2,56.0,-2.8,0.0,53.2,-2.8
Home Decor,2,56.0,-2.8,0.0,53.2,-2.8
Art & Sculpture,1,58.0,-5.0,0.0,53.0,-5.0
Home Decor,2,78.75,0.0,-26.25,52.5,-26.25
Basket,1,58.0,-5.8,0.0,52.2,-5.8
Jewelry,3,54.0,-1.8,0.0,52.2,-1.8
Art & Sculpture,3,54.0,-1.8,0.0,52.2,-1.8
Art & Sculpture,1,58.0,-5.81,0.0,52.19,-5.81
Jewelry,3,54.0,-1.81,0.0,52.19,-1.81
Basket,2,58.0,-6.0,0.0,52.0,-6.0
Art & Sculpture,1,52.0,0.0,0.0,52.0,0.0
Furniture,1,64.0,-12.8,0.0,51.2,-12.8
Home Decor,2,56.0,-5.6,0.0,50.4,-5.6
Art & Sculpture,1,56.0,-5.6,0.0,50.4,-5.6
Art & Sculpture,3,54.0,-3.6,0.0,50.4,-3.6
Jewelry,2,56.0,-5.6,0.0,50.4,-5.6
Home Decor,1,50.0,0.0,0.0,50.0,0.0
Art & Sculpture,2,50.0,0.0,0.0,50.0,0.0
Soapstone,5,50.0,0.0,0.0,50.0,0.0
Kids,3,49.5,0.0,0.0,49.5,0.0
Kitchen,5,52.5,-3.15,0.0,49.35,-3.15
Art & Sculpture,3,49.3,0.0,0.0,49.3,0.0
Recycled Art,2,49.0,0.0,0.0,49.0,0.0
Basket,1,54.0,-5.4,0.0,48.6,-5.4
Basket,1,48.0,0.0,0.0,48.0,0.0
Fair Trade Gifts,1,48.0,0.0,0.0,48.0,0.0
Art & Sculpture,1,48.0,0.0,0.0,48.0,0.0
Music,1,48.0,0.0,0.0,48.0,0.0
Accessories,1,48.0,0.0,0.0,48.0,0.0
Jewelry,1,48.0,0.0,0.0,48.0,0.0
Jewelry,2,48.0,0.0,0.0,48.0,0.0
Home Decor,2,48.0,0.0,0.0,48.0,0.0
Recycled Art,1,48.0,0.0,0.0,48.0,0.0
Kitchen,2,48.0,0.0,0.0,48.0,0.0
Fair Trade Gifts,4,48.0,0.0,0.0,48.0,0.0
Music,2,48.0,0.0,0.0,48.0,0.0
Basket,3,48.0,0.0,0.0,48.0,0.0
Art & Sculpture,2,48.0,0.0,0.0,48.0,0.0
Kitchen,1,48.0,0.0,0.0,48.0,0.0
Christmas,2,48.0,0.0,0.0,48.0,0.0
Basket,1,48.0,-1.19,0.0,46.81,-1.19
Fair Trade Gifts,2,52.0,-5.2,0.0,46.8,-5.2
Basket,1,58.0,-11.6,0.0,46.4,-11.6
Accessories,1,58.0,-11.6,0.0,46.4,-11.6
Furniture,1,46.0,0.0,0.0,46.0,0.0
Soapstone,2,46.0,0.0,0.0,46.0,0.0
Basket,1,46.0,0.0,0.0,46.0,0.0
Textiles,2,48.0,-2.4,0.0,45.6,-2.4
Kitchen,2,50.0,-4.57,0.0,45.43,-4.57
Art & Sculpture,3,45.0,0.0,0.0,45.0,0.0
Art & Sculpture,1,45.0,0.0,0.0,45.0,0.0
Home Decor,1,45.0,0.0,0.0,45.0,0.0
Jewelry,2,56.0,-11.2,0.0,44.8,-11.2
Music,3,46.0,-1.4,0.0,44.6,-1.4
Basket,1,44.0,0.0,0.0,44.0,0.0
Accessories,1,44.0,0.0,0.0,44.0,0.0
Art & Sculpture,1,44.0,0.0,0.0,44.0,0.0
Kids,2,44.0,0.0,0.0,44.0,0.0
Kitchen,1,88.0,0.0,-44.0,44.0,-44.0
Music,2,44.0,0.0,0.0,44.0,0.0
Christmas,1,44.0,0.0,0.0,44.0,0.0
Soapstone,2,44.0,0.0,0.0,44.0,0.0
Recycled Art,1,44.0,0.0,0.0,44.0,0.0
Art & Sculpture,2,44.0,0.0,0.0,44.0,0.0
Kitchen,2,44.0,0.0,0.0,44.0,0.0
Jewelry,2,44.0,0.0,0.0,44.0,0.0
Accessories,2,44.0,0.0,0.0,44.0,0.0
Kids,3,45.0,-1.36,0.0,43.64,-1.36
Basket,1,48.0,-4.8,0.0,43.2,-4.8
Art & Sculpture,2,48.0,-4.8,0.0,43.2,-4.8
Kitchen,1,48.0,-4.8,0.0,43.2,-4.8
Art & Sculpture,3,43.2,0.0,0.0,43.2,0.0
Fair Trade Gifts,1,48.0,-4.8,0.0,43.2,-4.8
Kitchen,1,96.0,-4.8,-48.0,43.2,-52.8
Jewelry,1,48.0,-4.8,0.0,43.2,-4.8
Kitchen,4,48.0,-4.8,0.0,43.2,-4.8
Basket,1,44.0,-1.08,0.0,42.92,-1.08
Art & Sculpture,1,45.0,-2.5,0.0,42.5,-2.5
Home Decor,1,42.0,0.0,0.0,42.0,0.0
Jewelry,1,42.0,0.0,0.0,42.0,0.0
Basket,1,42.0,0.0,0.0,42.0,0.0
Kitchen,2,42.0,0.0,0.0,42.0,0.0
Art & Sculpture,1,42.0,0.0,0.0,42.0,0.0
Art & Sculpture,2,42.0,0.0,0.0,42.0,0.0
Christmas,3,42.0,0.0,0.0,42.0,0.0
Accessories,1,42.0,0.0,0.0,42.0,0.0
Jewelry,3,70.0,0.0,-28.0,42.0,-28.0
Art & Sculpture,2,44.0,-2.2,0.0,41.8,-2.2
Home Decor,1,41.6,0.0,0.0,41.6,0.0
Basket,1,46.0,-4.6,0.0,41.4,-4.6
Basket,1,92.0,-4.6,-46.0,41.4,-50.6
Art & Sculpture,1,45.0,-4.49,0.0,40.51,-4.49
Art & Sculpture,1,45.0,-4.5,0.0,40.5,-4.5
Home Decor,1,45.0,-4.51,0.0,40.49,-4.51
Home Decor,2,40.0,0.0,0.0,40.0,0.0
Art & Sculpture,2,40.0,0.0,0.0,40.0,0.0
Kids,2,40.0,0.0,0.0,40.0,0.0
Art & Sculpture,2,44.0,-4.4,0.0,39.6,-4.4
Jewelry,1,44.0,-4.4,0.0,39.6,-4.4
Art & Sculpture,1,44.0,-4.4,0.0,39.6,-4.4
Fair Trade Gifts,1,44.0,-4.4,0.0,39.6,-4.4
Basket,1,44.0,-4.41,0.0,39.59,-4.41
Kitchen,1,39.0,0.0,0.0,39.0,0.0
Home Decor,2,40.0,-1.9,0.0,38.1,-1.9
Art & Sculpture,1,38.0,0.0,0.0,38.0,0.0
Recycled Art,1,38.0,0.0,0.0,38.0,0.0
Basket,1,38.0,0.0,0.0,38.0,0.0
Home Decor,1,114.0,-7.6,-68.4,38.0,-76.0
Jewelry,1,38.0,0.0,0.0,38.0,0.0
Home Decor,1,38.0,0.0,0.0,38.0,0.0
Music,1,38.0,0.0,0.0,38.0,0.0
Music,2,40.0,-2.0,0.0,38.0,-2.0
Furniture,1,38.0,0.0,0.0,38.0,0.0
Kids,1,38.0,0.0,0.0,38.0,0.0
Art & Sculpture,1,42.0,-4.19,0.0,37.81,-4.19
Basket,1,42.0,-4.2,0.0,37.8,-4.2
Home Decor,2,42.0,-4.2,0.0,37.8,-4.2
Home Decor,1,42.0,-4.2,0.0,37.8,-4.2
Basket,1,40.6,-4.06,0.0,36.54,-4.06
Christmas,2,40.0,-3.88,0.0,36.12,-3.88
Art & Sculpture,2,38.0,-1.9,0.0,36.1,-1.9
Art & Sculpture,2,36.0,0.0,0.0,36.0,0.0
Christmas,2,36.0,0.0,0.0,36.0,0.0
Soapstone,2,36.0,0.0,0.0,36.0,0.0
Jewelry,2,36.0,0.0,0.0,36.0,0.0
Kitchen,2,36.0,0.0,0.0,36.0,0.0
Soapstone,1,36.0,0.0,0.0,36.0,0.0
Kitchen,1,36.0,0.0,0.0,36.0,0.0
Fair Trade Gifts,2,36.0,0.0,0.0,36.0,0.0
Art & Sculpture,1,36.0,0.0,0.0,36.0,0.0
Fair Trade Gifts,1,36.0,0.0,0.0,36.0,0.0
Basket,1,48.0,-12.0,0.0,36.0,-12.0
Jewelry,3,36.0,0.0,0.0,36.0,0.0
Basket,1,69.75,0.0,-34.0,35.75,-34.0
Basket,1,44.0,-8.8,0.0,35.2,-8.8
Kitchen,1,39.0,-3.9,0.0,35.1,-3.9
Art & Sculpture,2,36.0,-1.16,0.0,34.84,-1.16
Music,2,37.0,-2.4,0.0,34.6,-2.4
Art & Sculpture,2,36.0,-1.8,0.0,34.2,-1.8
Kitchen,2,36.0,-1.8,0.0,34.2,-1.8
Recycled Art,1,38.0,-3.8,0.0,34.2,-3.8
Art & Sculpture,1,38.0,-3.8,0.0,34.2,-3.8
Home Decor,1,38.0,-3.8,0.0,34.2,-3.8
Easter,1,38.0,-3.8,0.0,34.2,-3.8
Jewelry,1,34.0,0.0,0.0,34.0,0.0
Basket,1,44.0,-10.0,0.0,34.0,-10.0
Kids,1,34.0,0.0,0.0,34.0,0.0
Basket,1,34.0,0.0,0.0,34.0,0.0
Home Decor,1,34.0,0.0,0.0,34.0,0.0
Accessories,1,34.0,0.0,0.0,34.0,0.0
Soapstone,1,34.0,0.0,0.0,34.0,0.0
Art & Sculpture,1,34.0,0.0,0.0,34.0,0.0
Art & Sculpture,2,36.0,-2.1,0.0,33.9,-2.1
Furniture,1,45.0,-11.25,0.0,33.75,-11.25
Kitchen,3,34.5,-1.05,0.0,33.45,-1.05
Art & Sculpture,1,36.0,-3.6,0.0,32.4,-3.6
Art & Sculpture,2,36.0,-3.6,0.0,32.4,-3.6
Christmas,1,36.0,-3.6,0.0,32.4,-3.6
Art & Sculpture,1,32.0,0.0,0.0,32.0,0.0
Kids,2,32.0,0.0,0.0,32.0,0.0
Kids,1,32.0,0.0,0.0,32.0,0.0
Jewelry,2,32.0,0.0,0.0,32.0,0.0
Soapstone,2,32.0,0.0,0.0,32.0,0.0
Music,1,32.0,0.0,0.0,32.0,0.0
Kitchen,1,32.0,0.0,0.0,32.0,0.0
Jewelry,1,32.0,0.0,0.0,32.0,0.0
Soapstone,1,32.0,0.0,0.0,32.0,0.0
Kitchen,1,31.5,0.0,0.0,31.5,0.0
Kids,2,31.5,0.0,0.0,31.5,0.0
Art & Sculpture,1,36.0,-5.0,0.0,31.0,-5.0
Soapstone,1,34.0,-3.4,0.0,30.6,-3.4
Basket,1,34.0,-3.4,0.0,30.6,-3.4
Christmas,1,34.0,-3.4,0.0,30.6,-3.4
Jewelry,1,34.0,-3.4,0.0,30.6,-3.4
Kids,1,34.0,-3.4,0.0,30.6,-3.4
Music,2,34.0,-3.4,0.0,30.6,-3.4
Kids,1,34.0,-3.41,0.0,30.59,-3.41
Home Decor,1,76.0,-7.6,-38.0,30.4,-45.6
Jewelry,1,32.0,-1.6,0.0,30.4,-1.6
Kids,1,30.0,0.0,0.0,30.0,0.0
Kitchen,2,30.0,0.0,0.0,30.0,0.0
Jewelry,1,30.0,0.0,0.0,30.0,0.0
Soapstone,2,30.0,0.0,0.0,30.0,0.0
Fair Trade Gifts,1,30.0,0.0,0.0,30.0,0.0
Basket,1,34.0,-5.1,0.0,28.9,-5.1
Kitchen,3,31.5,-2.62,0.0,28.88,-2.62
Kitchen,1,32.0,-3.2,0.0,28.8,-3.2
Kids,1,32.0,-3.2,0.0,28.8,-3.2
Basket,2,34.0,-5.2,0.0,28.8,-5.2
Accessories,1,32.0,-3.2,0.0,28.8,-3.2
Home Decor,1,32.0,-3.2,0.0,28.8,-3.2
Jewelry,1,32.0,-3.2,0.0,28.8,-3.2
Basket,1,70.0,-7.2,-34.0,28.8,-41.2
Jewelry,1,28.5,0.0,0.0,28.5,0.0
Art & Sculpture,1,28.0,0.0,0.0,28.0,0.0
Basket,1,28.0,0.0,0.0,28.0,0.0
Jewelry,1,28.0,0.0,0.0,28.0,0.0
Kitchen,1,28.0,0.0,0.0,28.0,0.0
Soapstone,1,28.0,0.0,0.0,28.0,0.0
Accessories,1,28.0,0.0,0.0,28.0,0.0
Christmas,1,28.0,0.0,0.0,28.0,0.0
Fair Trade Gifts,1,28.0,0.0,0.0,28.0,0.0
Kids,1,28.0,0.0,0.0,28.0,0.0
Jewelry,1,68.0,-13.6,-27.2,27.2,-40.8
Jewelry,1,34.0,-6.8,0.0,27.2,-6.8
Kids,1,32.0,-4.81,0.0,27.19,-4.81
Kids,1,30.0,-3.0,0.0,27.0,-3.0
Jewelry,1,28.0,-1.85,0.0,26.15,-1.85
Jewelry,1,26.0,0.0,0.0,26.0,0.0
Art & Sculpture,1,25.6,0.0,0.0,25.6,0.0
Recycled Art,1,28.0,-2.8,0.0,25.2,-2.8
Basket,1,56.0,-2.8,-28.0,25.2,-30.8
Soapstone,1,28.0,-2.8,0.0,25.2,-2.8
Kids,1,28.0,-2.8,0.0,25.2,-2.8
Kitchen,1,28.0,-2.8,0.0,25.2,-2.8
Jewelry,1,28.0,-2.8,0.0,25.2,-2.8
Basket,1,84.0,-2.8,-56.0,25.2,-58.8
Basket,1,28.0,-2.81,0.0,25.19,-2.81
Art & Sculpture,2,26.4,-1.32,0.0,25.08,-1.32
Fair Trade Gifts,1,25.0,0.0,0.0,25.0,0.0
Recycled Art,1,25.0,0.0,0.0,25.0,0.0
Art & Sculpture,1,24.0,0.0,0.0,24.0,0.0
Jewelry,1,24.0,0.0,0.0,24.0,0.0
Basket,1,24.0,0.0,0.0,24.0,0.0
Soapstone,1,24.0,0.0,0.0,24.0,0.0
Kitchen,1,24.0,0.0,0.0,24.0,0.0
Fair Trade Gifts,2,24.0,0.0,0.0,24.0,0.0
Textiles,1,24.0,0.0,0.0,24.0,0.0
Kids,1,24.0,0.0,0.0,24.0,0.0
Accessories,1,24.0,0.0,0.0,24.0,0.0
Fair Trade Gifts,1,24.0,0.0,0.0,24.0,0.0
Basket,1,28.0,-4.52,0.0,23.48,-4.52
Art & Sculpture,1,26.0,-2.59,0.0,23.41,-2.59
Art & Sculpture,1,26.0,-2.6,0.0,23.4,-2.6
Kitchen,1,24.0,-1.39,0.0,22.61,-1.39
Jewelry,1,28.0,-5.6,0.0,22.4,-5.6
Jewelry,1,22.0,0.0,0.0,22.0,0.0
Kitchen,1,22.0,0.0,0.0,22.0,0.0
Music,1,22.0,0.0,0.0,22.0,0.0
Art & Sculpture,1,22.0,0.0,0.0,22.0,0.0
Soapstone,1,22.0,0.0,0.0,22.0,0.0
Fair Trade Gifts,1,22.0,0.0,0.0,22.0,0.0
Christmas,1,22.0,0.0,0.0,22.0,0.0
Accessories,1,22.0,0.0,0.0,22.0,0.0
Art & Sculpture,1,24.0,-2.4,0.0,21.6,-2.4
Home Decor,1,24.0,-2.4,0.0,21.6,-2.4
Kids,1,24.0,-2.4,0.0,21.6,-2.4
Soapstone,1,24.0,-2.4,0.0,21.6,-2.4
Kitchen,2,22.5,-1.05,0.0,21.45,-1.05
Recycled Art,1,25.0,-3.75,0.0,21.25,-3.75
Fair Trade Gifts,1,25.0,-3.75,0.0,21.25,-3.75
Soapstone,1,21.0,0.0,0.0,21.0,0.0
Soapstone,2,20.0,0.0,0.0,20.0,0.0
Jewelry,2,20.0,0.0,0.0,20.0,0.0
Christmas,1,20.0,0.0,0.0,20.0,0.0
Music,1,20.0,0.0,0.0,20.0,0.0
Kitchen,1,22.0,-2.2,0.0,19.8,-2.2
Jewelry,1,22.0,-2.21,0.0,19.79,-2.21
Gift Baskets,1,19.5,0.0,0.0,19.5,0.0
Skin Care,1,18.5,0.0,0.0,18.5,0.0
Kids,1,18.0,0.0,0.0,18.0,0.0
Christmas,1,18.0,0.0,0.0,18.0,0.0
Art & Sculpture,1,18.0,0.0,0.0,18.0,0.0
Kitchen,1,18.0,0.0,0.0,18.0,0.0
Soapstone,1,18.0,0.0,0.0,18.0,0.0
Jewelry,1,18.0,0.0,0.0,18.0,0.0
Fair Trade Gifts,1,18.0,0.0,0.0,18.0,0.0
Home Decor,1,18.0,0.0,0.0,18.0,0.0
Skin Care,1,18.5,-1.85,0.0,16.65,-1.85
Music,1,16.5,0.0,0.0,16.5,0.0
Kitchen,1,16.5,0.0,0.0,16.5,0.0
Kitchen,1,18.0,-1.8,0.0,16.2,-1.8
Soapstone,1,18.0,-1.8,0.0,16.2,-1.8
Music,1,18.0,-1.8,0.0,16.2,-1.8
Christmas,1,18.0,-1.81,0.0,16.19,-1.81
Kids,1,16.0,0.0,0.0,16.0,0.0
Kitchen,1,16.0,0.0,0.0,16.0,0.0
Music,1,16.0,0.0,0.0,16.0,0.0
Music,1,32.0,-1.6,-14.4,16.0,-16.0
Soapstone,1,16.0,0.0,0.0,16.0,0.0
Soapstone,1,18.0,-2.31,0.0,15.69,-2.31
Jewelry,1,16.0,-1.6,0.0,14.4,-1.6
Art & Sculpture,1,16.0,-1.6,0.0,14.4,-1.6
Soapstone,1,18.0,-3.6,0.0,14.4,-3.6
Soapstone,1,14.0,0.0,0.0,14.0,0.0
Art & Sculpture,1,14.0,0.0,0.0,14.0,0.0
Kitchen,1,14.0,0.0,0.0,14.0,0.0
Jewelry,1,14.0,0.0,0.0,14.0,0.0
Soapstone,1,13.5,0.0,0.0,13.5,0.0
Art & Sculpture,1,13.2,0.0,0.0,13.2,0.0
Jewelry,1,12.0,0.0,0.0,12.0,0.0
Soapstone,1,12.0,0.0,0.0,12.0,0.0
Kitchen,1,12.0,0.0,0.0,12.0,0.0
Fair Trade Gifts,1,12.0,0.0,0.0,12.0,0.0
